tipo,nombre,direccion,lat,lon,materiales,horario
Contenedor Negro,"GARCIA, PEDRO A.,CNEL. 5873","GARCIA, PEDRO A.,CNEL. 5873",-34.684452398357436,-58.46796079493995,,
Contenedor Negro,"GARCIA, PEDRO A.,CNEL. 5886","GARCIA, PEDRO A.,CNEL. 5886",-34.684827437390865,-58.46747546271402,,
Contenedor Negro,"GARCIA, PEDRO A.,CNEL. 5888","GARCIA, PEDRO A.,CNEL. 5888",-34.68482829736786,-58.46747478273653,,
Contenedor Negro,"GUERRICO, MARTIN, CTTE. 5402","GUERRICO, MARTIN, CTTE. 5402",-34.68525081754447,-58.459319983842995,,
Contenedor Negro,"GUERRICO, MARTIN, CTTE. 5404","GUERRICO, MARTIN, CTTE. 5404",-34.6852660772894,-58.459339052928115,,
Contenedor Negro,"GUERRICO, MARTIN, CTTE. 5416","GUERRICO, MARTIN, CTTE. 5416",-34.68535762568421,-58.45943822808202,,
Contenedor Negro,"GUERRICO, MARTIN, CTTE. 5720","GUERRICO, MARTIN, CTTE. 5720",-34.6859529720371,-58.4594314940707,,
Contenedor Negro,"GUERRICO, MARTIN, CTTE. 5700","GUERRICO, MARTIN, CTTE. 5700",-34.68806600585198,-58.45986544050887,,
Contenedor Negro,"GUERRICO, MARTIN, CTTE. 5702","GUERRICO, MARTIN, CTTE. 5702",-34.68808889536609,-58.459873070021686,,
Contenedor Negro,"GUERRICO, MARTIN, CTTE. 5690","GUERRICO, MARTIN, CTTE. 5690",-34.68653040762247,-58.45918573027666,,
Contenedor Negro,"GUERRICO, MARTIN, CTTE. 5680","GUERRICO, MARTIN, CTTE. 5680",-34.6866671447873,-58.45924498678915,,
Contenedor Negro,"GUERRICO, MARTIN, CTTE. 5680","GUERRICO, MARTIN, CTTE. 5680",-34.68661296581215,-58.459201499015464,,
Contenedor Negro,"GUERRICO, MARTIN, CTTE. 5680","GUERRICO, MARTIN, CTTE. 5680",-34.68668255419641,-58.45919654872228,,
Contenedor Negro,"GUERRICO, MARTIN, CTTE. 5680","GUERRICO, MARTIN, CTTE. 5680",-34.68663270558924,-58.459247906914406,,
Contenedor Negro,"GUERRICO, MARTIN, CTTE. 5593","GUERRICO, MARTIN, CTTE. 5593",-34.6875742755035,-58.45954171772009,,
Contenedor Negro,"GUERRICO, MARTIN, CTTE. 5617","GUERRICO, MARTIN, CTTE. 5617",-34.687466287731816,-58.45949272056726,,
Contenedor Negro,"GUERRICO, MARTIN, CTTE. 5490","GUERRICO, MARTIN, CTTE. 5490",-34.68598704104704,-58.4593886356337,,
Contenedor Negro,"GUERRICO, MARTIN, CTTE. 5673","GUERRICO, MARTIN, CTTE. 5673",-34.687787541581656,-58.45973574799207,,
Contenedor Negro,LARRAZABAL AV. 5001,LARRAZABAL AV. 5001,-34.6841941782605,-58.46065126528236,,
Contenedor Negro,LARRAZABAL AV. 5170,LARRAZABAL AV. 5170,-34.68549809803086,-58.45853611514126,,
Contenedor Negro,"OLASCOAGA, MANUEL JOSE, CNEL. 5015","OLASCOAGA, MANUEL JOSE, CNEL. 5015",-34.683712404360364,-58.46574473380364,,
Contenedor Negro,"OLASCOAGA, MANUEL JOSE, CNEL. 5045","OLASCOAGA, MANUEL JOSE, CNEL. 5045",-34.68366535353021,-58.465357790472886,,
Contenedor Negro,"RACEDO, EDUARDO, TTE. GRAL. 5801","RACEDO, EDUARDO, TTE. GRAL. 5801",-34.68850638370532,-58.4614747494091,,
Contenedor Negro,"RACEDO, EDUARDO, TTE. GRAL. 5841","RACEDO, EDUARDO, TTE. GRAL. 5841",-34.68906634223846,-58.46174668389035,,
Contenedor Negro,"RACEDO, EDUARDO, TTE. GRAL. 5869","RACEDO, EDUARDO, TTE. GRAL. 5869",-34.68946134405706,-58.46191974373507,,
Contenedor Negro,"RACEDO, EDUARDO, TTE. GRAL. 5893","RACEDO, EDUARDO, TTE. GRAL. 5893",-34.6896503699753,-58.461968740302694,,
Contenedor Negro,"RACEDO, EDUARDO, TTE. GRAL. 5917","RACEDO, EDUARDO, TTE. GRAL. 5917",-34.689857325680194,-58.46205768505483,,
Contenedor Negro,"RACEDO, EDUARDO, TTE. GRAL. 5931","RACEDO, EDUARDO, TTE. GRAL. 5931",-34.69007340118179,-58.46214770969549,,
Contenedor Negro,"RAMIREZ, CEFERINO, COMODORO 5560","RAMIREZ, CEFERINO, COMODORO 5560",-34.68484699103476,-58.46221534456294,,
Contenedor Negro,"RAMIREZ, CEFERINO, COMODORO 5540","RAMIREZ, CEFERINO, COMODORO 5540",-34.684647113015906,-58.461689518196785,,
Contenedor Negro,"RAMIREZ, CEFERINO, COMODORO 5550","RAMIREZ, CEFERINO, COMODORO 5550",-34.68468730383491,-58.46204247301103,,
Contenedor Negro,"RAMIREZ, CEFERINO, COMODORO 5540","RAMIREZ, CEFERINO, COMODORO 5540",-34.6846519528165,-58.46167149892234,,
Contenedor Negro,"RAMIREZ, CEFERINO, COMODORO 5650","RAMIREZ, CEFERINO, COMODORO 5650",-34.685524077611234,-58.462633472030184,,
Contenedor Negro,"RAMIREZ, CEFERINO, COMODORO 5600","RAMIREZ, CEFERINO, COMODORO 5600",-34.68527757243654,-58.462468700763104,,
Contenedor Negro,"RAMIREZ, CEFERINO, COMODORO 5690","RAMIREZ, CEFERINO, COMODORO 5690",-34.68583953090076,-58.4627356054431,,
Contenedor Negro,SOLDADO DE LA FRONTERA AV. 4901,SOLDADO DE LA FRONTERA AV. 4901,-34.682501435600045,-58.46646575211726,,
Contenedor Negro,SOLDADO DE LA FRONTERA AV. 4931,SOLDADO DE LA FRONTERA AV. 4931,-34.682634391742624,-58.46629978816131,,
Contenedor Negro,SOLDADO DE LA FRONTERA AV. 4957,SOLDADO DE LA FRONTERA AV. 4957,-34.68289842466629,-58.46608876516076,,
Contenedor Negro,SOLDADO DE LA FRONTERA AV. 5090,SOLDADO DE LA FRONTERA AV. 5090,-34.68314938578778,-58.465451210254805,,
Contenedor Negro,SOLDADO DE LA FRONTERA AV. 5012,SOLDADO DE LA FRONTERA AV. 5012,-34.68300236978279,-58.46557983588784,,
Contenedor Negro,SOLDADO DE LA FRONTERA AV. 5031,SOLDADO DE LA FRONTERA AV. 5031,-34.683454167253466,-58.46513335146897,,
Contenedor Negro,SOLDADO DE LA FRONTERA AV. 5032,SOLDADO DE LA FRONTERA AV. 5032,-34.68317336503034,-58.465408741873944,,
Contenedor Negro,SOLDADO DE LA FRONTERA AV. 5052,SOLDADO DE LA FRONTERA AV. 5052,-34.68335338007211,-58.465237747790766,,
Contenedor Negro,SOLDADO DE LA FRONTERA AV. 5071,SOLDADO DE LA FRONTERA AV. 5071,-34.683913336249276,-58.46503076248407,,
Contenedor Negro,SOLDADO DE LA FRONTERA AV. 5072,SOLDADO DE LA FRONTERA AV. 5072,-34.68362326262059,-58.46497772681604,,
Contenedor Negro,SOLDADO DE LA FRONTERA AV. 5130,SOLDADO DE LA FRONTERA AV. 5130,-34.684520357626404,-58.4640677787426,,
Contenedor Negro,SOLDADO DE LA FRONTERA AV. 5156,SOLDADO DE LA FRONTERA AV. 5156,-34.6847183121294,-58.46387070563081,,
Contenedor Negro,BERGANTIN NANCY 5198,BERGANTIN NANCY 5198,-34.68733744415063,-58.46628912465845,,
Contenedor Negro,SOLDADO DE LA FRONTERA AV. 5186,SOLDADO DE LA FRONTERA AV. 5186,-34.68488236763966,-58.463720770774366,,
Contenedor Negro,SOLDADO DE LA FRONTERA AV. 5161,SOLDADO DE LA FRONTERA AV. 5161,-34.68514587439875,-58.4642861250129,,
Contenedor Negro,SOLDADO DE LA FRONTERA AV. 5210,SOLDADO DE LA FRONTERA AV. 5210,-34.685017303844795,-58.463576735879116,,
Contenedor Negro,SOLDADO DE LA FRONTERA AV. 5235,SOLDADO DE LA FRONTERA AV. 5235,-34.68596928221382,-58.46360466782913,,
Contenedor Negro,SOLDADO DE LA FRONTERA AV. 5251,SOLDADO DE LA FRONTERA AV. 5251,-34.68584732543635,-58.463692734992684,,
Contenedor Negro,SOLDADO DE LA FRONTERA AV. 5271,SOLDADO DE LA FRONTERA AV. 5271,-34.68611540791732,-58.463410754958225,,
Contenedor Negro,SOLDADO DE LA FRONTERA AV. 5283,SOLDADO DE LA FRONTERA AV. 5283,-34.68629731293001,-58.463242710737326,,
Contenedor Negro,SOLDADO DE LA FRONTERA AV. 5320,SOLDADO DE LA FRONTERA AV. 5320,-34.68641940750885,-58.46270886238652,,
Contenedor Negro,IGUAZU 1809,IGUAZU 1809,-34.65776245427878,-58.40194955256979,,
Contenedor Negro,SOLDADO DE LA FRONTERA AV. 5371,SOLDADO DE LA FRONTERA AV. 5371,-34.68711633025617,-58.46244172863057,,
Contenedor Negro,SOLDADO DE LA FRONTERA AV. 5381,SOLDADO DE LA FRONTERA AV. 5381,-34.68723540714937,-58.4623638110596,,
Contenedor Negro,SOLDADO DE LA FRONTERA AV. 5411,SOLDADO DE LA FRONTERA AV. 5411,-34.68742235178061,-58.46214173908276,,
Contenedor Negro,SOLDADO DE LA FRONTERA AV. 5455,SOLDADO DE LA FRONTERA AV. 5455,-34.68784529004497,-58.46172269371595,,
Contenedor Negro,SOLDADO DE LA FRONTERA AV. 5472,SOLDADO DE LA FRONTERA AV. 5472,-34.687793369774916,-58.46142674658113,,
Contenedor Negro,SOLDADO DE LA FRONTERA AV. 5530,SOLDADO DE LA FRONTERA AV. 5530,-34.68822630789916,-58.46102570038278,,
Contenedor Negro,"URIBURU, NAPOLEON, GRAL. 5695","URIBURU, NAPOLEON, GRAL. 5695",-34.684736325904275,-58.46472075962637,,
Contenedor Negro,"URIBURU, NAPOLEON, GRAL. 5707","URIBURU, NAPOLEON, GRAL. 5707",-34.68516828695317,-58.464908788573005,,
Contenedor Negro,"URIBURU, NAPOLEON, GRAL. 5740","URIBURU, NAPOLEON, GRAL. 5740",-34.685485799979936,-58.464967083820795,,
Contenedor Negro,"URIBURU, NAPOLEON, GRAL. 5760","URIBURU, NAPOLEON, GRAL. 5760",-34.68587709297914,-58.465362294317046,,
Contenedor Negro,"URIBURU, NAPOLEON, GRAL. 5770","URIBURU, NAPOLEON, GRAL. 5770",-34.68594246289099,-58.46564785179374,,
Contenedor Negro,"URIBURU, NAPOLEON, GRAL. 5820","URIBURU, NAPOLEON, GRAL. 5820",-34.68601729311757,-58.46604120465284,,
Contenedor Negro,"VILLEGAS, CONRADO, GRAL. 5412","VILLEGAS, CONRADO, GRAL. 5412",-34.68100725475123,-58.46544849583071,,
Contenedor Negro,"VILLEGAS, CONRADO, GRAL. 5490","VILLEGAS, CONRADO, GRAL. 5490",-34.68192160581295,-58.465847762382126,,
Contenedor Negro,"VILLEGAS, CONRADO, GRAL. 5482","VILLEGAS, CONRADO, GRAL. 5482",-34.681837427545226,-58.46580871463755,,
Contenedor Negro,"VILLEGAS, CONRADO, GRAL. 5502","VILLEGAS, CONRADO, GRAL. 5502",-34.68204786321475,-58.46590632899927,,
Contenedor Negro,"BERG, CARLOS 2705","BERG, CARLOS 2705",-34.65380115616722,-58.43487398184771,,
Contenedor Negro,"BERG, CARLOS 2806","BERG, CARLOS 2806",-34.65474822994761,-58.43394002444241,,
Contenedor Negro,"BERG, CARLOS 2966","BERG, CARLOS 2966",-34.656082183038336,-58.43262902016494,,
Contenedor Negro,"BERG, CARLOS 3212","BERG, CARLOS 3212",-34.6585121257324,-58.43022689404862,,
Contenedor Negro,"BERG, CARLOS 3190","BERG, CARLOS 3190",-34.658208794343686,-58.430569391778,,
Contenedor Negro,"BONORINO, ESTEBAN, CNEL. AV. 2793","BONORINO, ESTEBAN, CNEL. AV. 2793",-34.65397852443351,-58.43330888660144,,
Contenedor Negro,"BONORINO, ESTEBAN, CNEL. AV. 2795","BONORINO, ESTEBAN, CNEL. AV. 2795",-34.653979174419455,-58.433309046590004,,
Contenedor Negro,CASTAÑON 2821,CASTAÑON 2821,-34.65802723640499,-58.44032895132096,,
Contenedor Negro,CASTAÑON 2998,CASTAÑON 2998,-34.65934818779226,-58.43861197425952,,
Contenedor Negro,CASTAÑON 3044,CASTAÑON 3044,-34.65976119570873,-58.4380729540309,,
Contenedor Negro,CASTAÑON 3392,CASTAÑON 3392,-34.662282932711484,-58.43494144802106,,
Contenedor Negro,CORRALES 2276,CORRALES 2276,-34.65638519341636,-58.432079011191995,,
Contenedor Negro,CORRALES 2330,CORRALES 2330,-34.65663421036771,-58.43261703670282,,
Contenedor Negro,CORRALES 2590,CORRALES 2590,-34.65835388411695,-58.435273342269525,,
Contenedor Negro,CORRALES 2706,CORRALES 2706,-34.65943328534432,-58.43647293389603,,
Contenedor Negro,CORRALES 2824,CORRALES 2824,-34.66045818801062,-58.43771197424826,,
Contenedor Negro,CORRALES 2961,CORRALES 2961,-34.66187479402865,-58.439419712005595,,
Contenedor Negro,"CORREA MORALES, LUCIO 2707","CORREA MORALES, LUCIO 2707",-34.65985426224454,-58.435763940782344,,
Contenedor Negro,"CORREA MORALES, LUCIO 2899","CORREA MORALES, LUCIO 2899",-34.66096016018958,-58.4384549492903,,
Contenedor Negro,"CORREA MORALES, LUCIO 2907","CORREA MORALES, LUCIO 2907",-34.66109821838065,-58.43872894673674,,
Contenedor Negro,"CORREA MORALES, LUCIO 3031","CORREA MORALES, LUCIO 3031",-34.66182730135803,-58.44069095871052,,
Contenedor Negro,CULPINA 3211,CULPINA 3211,-34.65942421424098,-58.43620600522335,,
Contenedor Negro,CULPINA 3371,CULPINA 3371,-34.66046622421172,-58.434939021186985,,
Contenedor Negro,CULPINA 3469,CULPINA 3469,-34.66134835002223,-58.43411750950594,,
Contenedor Negro,"ESTEVEZ, JOSE, ING. 2210","ESTEVEZ, JOSE, ING. 2210",-34.65646718754346,-58.431264004988066,,
Contenedor Negro,"ESTEVEZ, JOSE, ING. 2312","ESTEVEZ, JOSE, ING. 2312",-34.65712938501766,-58.43179448784752,,
Contenedor Negro,"ESTEVEZ, JOSE, ING. 2400","ESTEVEZ, JOSE, ING. 2400",-34.65846719782109,-58.43248097926793,,
Contenedor Negro,ITAQUI 2270,ITAQUI 2270,-34.65457313294626,-58.43373599430873,,
Contenedor Negro,ITAQUI 2336,ITAQUI 2336,-34.655037225245245,-58.434327056036715,,
Contenedor Negro,ITAQUI 2488,ITAQUI 2488,-34.65586926256448,-58.435616035674634,,
Contenedor Negro,ITAQUI 2610,ITAQUI 2610,-34.65687764703987,-58.437146283864216,,
Contenedor Negro,ITAQUI 2870,ITAQUI 2870,-34.65921723805244,-58.440091902762184,,
Contenedor Negro,ITAQUI 2964,ITAQUI 2964,-34.660071174092224,-58.44122193894209,,
Contenedor Negro,ITAQUI 3020,ITAQUI 3020,-34.66069227388362,-58.44203268026747,,
Contenedor Negro,ITAQUI 3146,ITAQUI 3146,-34.66135823284434,-58.442882949601646,,
Contenedor Negro,ITAQUI 3324,ITAQUI 3324,-34.662835228283306,-58.44475287007699,,
Contenedor Negro,LAFUENTE 2870,LAFUENTE 2870,-34.66016204599857,-58.442032684082285,,
Contenedor Negro,LAFUENTE 2949,LAFUENTE 2949,-34.66086919585847,-58.44122194320056,,
Contenedor Negro,LAFUENTE 3042,LAFUENTE 3042,-34.66142321885721,-58.44033794651195,,
Contenedor Negro,"MORENO, PERITO AV. 650","MORENO, PERITO AV. 650",-34.64965647590356,-58.41551409837434,,
Contenedor Negro,LAFUENTE 3251,LAFUENTE 3251,-34.663147229487265,-58.43830690980442,,
Contenedor Negro,LAGUNA 3220,LAGUNA 3220,-34.663867309193485,-58.447701898221716,,
Contenedor Negro,MARACAIBO 3264,MARACAIBO 3264,-34.663423331754466,-58.44615885652226,,
Contenedor Negro,"MARTI, JOSE 3068","MARTI, JOSE 3068",-34.660661258813676,-58.442891954236984,,
Contenedor Negro,"MARTI, JOSE 3132","MARTI, JOSE 3132",-34.661230132025096,-58.44212041269593,,
Contenedor Negro,"MARTI, JOSE 3321","MARTI, JOSE 3321",-34.66293525361883,-58.440197871543766,,
Contenedor Negro,"MATORRAS DE SAN MARTIN, GREGORIA 2289","MATORRAS DE SAN MARTIN, GREGORIA 2289",-34.6565631887413,-58.43195502514372,,
Contenedor Negro,MENDEZ 2531,MENDEZ 2531,-34.65872120906614,-58.433917026853074,,
Contenedor Negro,"MORENO, PERITO AV. 150","MORENO, PERITO AV. 150",-34.64932838722724,-58.40812916229364,,
Contenedor Negro,O'GORMAN 3173,O'GORMAN 3173,-34.65761521455189,-58.429885914880686,,
Contenedor Negro,"MORENO, PERITO AV. 151","MORENO, PERITO AV. 151",-34.64933219719628,-58.40814061178326,,
Contenedor Negro,O'GORMAN 3391,O'GORMAN 3391,-34.659130189947504,-58.42784993989633,,
Contenedor Negro,PEDERNERA 2702,PEDERNERA 2702,-34.6552012340406,-58.43688194707008,,
Contenedor Negro,PEDERNERA 2850,PEDERNERA 2850,-34.6564141701838,-58.43562992117129,,
Contenedor Negro,PEDERNERA 3086,PEDERNERA 3086,-34.658305257749646,-58.43374994689267,,
Contenedor Negro,PEDERNERA 3202,PEDERNERA 3202,-34.658961139514695,-58.43308798010697,,
Contenedor Negro,PEDERNERA 3428,PEDERNERA 3428,-34.660348161088535,-58.43171599802331,,
Contenedor Negro,PERGAMINO 3186,PERGAMINO 3186,-34.66246608622874,-58.444653256936725,,
Contenedor Negro,PERGAMINO 3208,PERGAMINO 3208,-34.662626291574576,-58.44445108431374,,
Contenedor Negro,PERGAMINO 3306,PERGAMINO 3306,-34.66354124476493,-58.4432498384121,,
Contenedor Negro,"MORENO, PERITO AV. 255","MORENO, PERITO AV. 255",-34.649389422389056,-58.409468065367825,,
Contenedor Negro,"MORENO, PERITO AV. 350","MORENO, PERITO AV. 350",-34.64945427836107,-58.41099006069026,,
Contenedor Negro,"PIZARRO, FRANCISCO 2764","PIZARRO, FRANCISCO 2764",-34.66052417029607,-58.43644792710627,,
Contenedor Negro,"PIZARRO, FRANCISCO 2905","PIZARRO, FRANCISCO 2905",-34.661254183117784,-58.43838297021236,,
Contenedor Negro,PORTELA 3055,PORTELA 3055,-34.661417056824725,-58.443966643455866,,
Contenedor Negro,PORTELA 3115,PORTELA 3115,-34.66190914256338,-58.443352505825935,,
Contenedor Negro,PORTELA 3281,PORTELA 3281,-34.66332922165072,-58.44162984828983,,
Contenedor Negro,PORTELA 3401,PORTELA 3401,-34.66437426136434,-58.440325895788355,,
Contenedor Negro,RIVERA INDARTE AV. 2701,RIVERA INDARTE AV. 2701,-34.65452720443137,-58.435862024944825,,
Contenedor Negro,RIVERA INDARTE AV. 2863,RIVERA INDARTE AV. 2863,-34.65587623737796,-58.434591948830004,,
Contenedor Negro,RIVERA INDARTE AV. 2961,RIVERA INDARTE AV. 2961,-34.65676716264551,-58.43369998005758,,
Contenedor Negro,RIVERA INDARTE AV. 3069,RIVERA INDARTE AV. 3069,-34.657569230462634,-58.432913947455226,,
Contenedor Negro,RIVERA INDARTE AV. 3235,RIVERA INDARTE AV. 3235,-34.65849119457745,-58.43193180226606,,
Contenedor Negro,RIVERA INDARTE AV. 3461,RIVERA INDARTE AV. 3461,-34.65992618516499,-58.43058195890467,,
Contenedor Negro,"RIVERA, FRUCTUOSO, GENERAL 2215","RIVERA, FRUCTUOSO, GENERAL 2215",-34.65504279527173,-58.43232091063413,,
Contenedor Negro,"RIVERA, FRUCTUOSO, GENERAL 2349","RIVERA, FRUCTUOSO, GENERAL 2349",-34.655883242913525,-58.43371502577657,,
Contenedor Negro,"RIVERA, FRUCTUOSO, GENERAL 2417","RIVERA, FRUCTUOSO, GENERAL 2417",-34.65632450595039,-58.43435023580536,,
Contenedor Negro,"RIVERA, FRUCTUOSO, GENERAL 2517","RIVERA, FRUCTUOSO, GENERAL 2517",-34.6570111451505,-58.43534582886516,,
Contenedor Negro,"RIVERA, FRUCTUOSO, GENERAL 2869","RIVERA, FRUCTUOSO, GENERAL 2869",-34.65989527783134,-58.43912899851072,,
Contenedor Negro,"RIVERA, FRUCTUOSO, GENERAL 2901","RIVERA, FRUCTUOSO, GENERAL 2901",-34.66024827209393,-58.43960300597262,,
Contenedor Negro,"RIVERA, FRUCTUOSO, GENERAL 3133","RIVERA, FRUCTUOSO, GENERAL 3133",-34.66203825198553,-58.44179993040292,,
Contenedor Negro,SAN PEDRITO 2881,SAN PEDRITO 2881,-34.65926118051669,-58.44079802265455,,
Contenedor Negro,SAN PEDRITO 3061,SAN PEDRITO 3061,-34.660718228089685,-58.43893796065137,,
Contenedor Negro,TABARE 2748,TABARE 2748,-34.66052315794316,-58.43596400753114,,
Contenedor Negro,TABARE 2808,TABARE 2808,-34.66113222769329,-58.43671086163958,,
Contenedor Negro,TABARE 2894,TABARE 2894,-34.66168222817566,-58.43733196147815,,
Contenedor Negro,TABARE 2980,TABARE 2980,-34.66263524154057,-58.438378960447366,,
Contenedor Negro,TABARE 3048,TABARE 3048,-34.66319425215525,-58.43906891731452,,
Contenedor Negro,TABARE 3108,TABARE 3108,-34.66358122552272,-58.43951892554317,,
Contenedor Negro,TABARE 3274,TABARE 3274,-34.66484123391539,-58.44098186475033,,
Contenedor Negro,"MORENO, PERITO AV. 355","MORENO, PERITO AV. 355",-34.64945809872221,-58.41108161680015,,
Contenedor Negro,"TRIANA, RODRIGO DE 3196","TRIANA, RODRIGO DE 3196",-34.662992240854265,-58.44193583780414,,
Contenedor Negro,VALPARAISO 3553,VALPARAISO 3553,-34.66404534302114,-58.44727382500126,,
Contenedor Negro,VALPARAISO 3651,VALPARAISO 3651,-34.665061246374165,-58.44860990131407,,
Contenedor Negro,VARELA AV. 2824,VARELA AV. 2824,-34.65611090725379,-58.43769558620288,,
Contenedor Negro,VARELA AV. 2886,VARELA AV. 2886,-34.656530185614784,-58.437275970891214,,
Contenedor Negro,VARELA AV. 2920,VARELA AV. 2920,-34.65694717385413,-58.4368209570897,,
Contenedor Negro,VARELA AV. 2988,VARELA AV. 2988,-34.65742427063217,-58.43634802361221,,
Contenedor Negro,VARELA AV. 3134,VARELA AV. 3134,-34.658613247688216,-58.43517091472624,,
Contenedor Negro,VARELA AV. 3190,VARELA AV. 3190,-34.65914732295473,-58.43465538263727,,
Contenedor Negro,VARELA AV. 3230,VARELA AV. 3230,-34.659727136860404,-58.43407556293217,,
Contenedor Negro,VARELA AV. 3380,VARELA AV. 3380,-34.66061922202119,-58.433167884815596,,
Contenedor Negro,"VARELA, JACOBO ADRIAN 3249","VARELA, JACOBO ADRIAN 3249",-34.66292518790928,-58.44305995085752,,
Contenedor Negro,VERACRUZ 3402,VERACRUZ 3402,-34.66371727836946,-58.444802011654794,,
Contenedor Negro,VERACRUZ 3404,VERACRUZ 3404,-34.66372871823925,-58.444828710445954,,
Contenedor Negro,"MORENO, PERITO AV. 455","MORENO, PERITO AV. 455",-34.64953058470789,-58.412641760458705,,
Contenedor Negro,"BERG, CARLOS 3434","BERG, CARLOS 3434",-34.660645237527255,-58.428297990104824,,
Contenedor Negro,BERON DE ASTRADA 2128,BERON DE ASTRADA 2128,-34.660172116931555,-58.4259729416067,,
Contenedor Negro,BERON DE ASTRADA 2210,BERON DE ASTRADA 2210,-34.66071314899382,-58.42687497965899,,
Contenedor Negro,BERON DE ASTRADA 2302,BERON DE ASTRADA 2302,-34.661317130397705,-58.42793596055187,,
Contenedor Negro,BERON DE ASTRADA 2456,BERON DE ASTRADA 2456,-34.66217022865105,-58.42951491779783,,
Contenedor Negro,BERON DE ASTRADA 2502,BERON DE ASTRADA 2502,-34.662486154238984,-58.43008698138914,,
Contenedor Negro,BERON DE ASTRADA 2628,BERON DE ASTRADA 2628,-34.66325315310138,-58.43138893094027,,
Contenedor Negro,BERON DE ASTRADA 2802,BERON DE ASTRADA 2802,-34.66447818592524,-58.43359294913383,,
Contenedor Negro,"MORENO, PERITO AV. 555","MORENO, PERITO AV. 555",-34.64959162020876,-58.41404932063707,,
Contenedor Negro,CASTAÑON 3422,CASTAÑON 3422,-34.66359122868808,-58.43410087408017,,
Contenedor Negro,CASTAÑON 3578,CASTAÑON 3578,-34.664939122706215,-58.433045988898435,,
Contenedor Negro,CONDOR 2132,CONDOR 2132,-34.657404015097626,-58.42901369319858,,
Contenedor Negro,CONDOR 2420,CONDOR 2420,-34.659091219611874,-58.4316758987502,,
Contenedor Negro,CONDOR 2484,CONDOR 2484,-34.65943340479042,-58.43228655052588,,
Contenedor Negro,CONDOR 2568,CONDOR 2568,-34.65991124814418,-58.43315691036841,,
Contenedor Negro,CONDOR 2606,CONDOR 2606,-34.66026881285441,-58.43374369304005,,
Contenedor Negro,CONDOR 2714,CONDOR 2714,-34.66090816349426,-58.434812873331715,,
Contenedor Negro,CONDOR 2810,CONDOR 2810,-34.66171075016876,-58.43583405447387,,
Contenedor Negro,CONDOR 2904,CONDOR 2904,-34.662589284649556,-58.4367618890073,,
Contenedor Negro,CULPINA 3569,CULPINA 3569,-34.66336245632001,-58.43255354101413,,
Contenedor Negro,CULPINA 3605,CULPINA 3605,-34.66369432742527,-58.432286519894866,,
Contenedor Negro,ESCALADA AV. 4305,ESCALADA AV. 4305,-34.67572571737127,-58.4556733564301,,
Contenedor Negro,ESCALADA AV. 4535,ESCALADA AV. 4535,-34.67886512750979,-58.45199611897756,,
Contenedor Negro,ESCALADA AV. 4302,ESCALADA AV. 4302,-34.67565705937246,-58.45576109322274,,
Contenedor Negro,ESCALADA AV. 4537,ESCALADA AV. 4537,-34.6788765671732,-58.451980859539056,,
Contenedor Negro,ESCALADA AV. 4547,ESCALADA AV. 4547,-34.67894141529655,-58.45190075245225,,
Contenedor Negro,ESCALADA AV. 4551,ESCALADA AV. 4551,-34.67843781034925,-58.452620185721585,,
Contenedor Negro,ESCALADA AV. 4675,ESCALADA AV. 4675,-34.679311432877746,-58.45109588375174,,
Contenedor Negro,ESCALADA AV. 4502,ESCALADA AV. 4502,-34.67865151370705,-58.452263139248785,,
Contenedor Negro,FERRE 2273,FERRE 2273,-34.66186621229148,-58.42680291441436,,
Contenedor Negro,FERRE 2405,FERRE 2405,-34.662690191037335,-58.428346873345944,,
Contenedor Negro,"MORENO, PERITO AV. 655","MORENO, PERITO AV. 655",-34.649660296227495,-58.415598024806165,,
Contenedor Negro,FERRE 2505,FERRE 2505,-34.66335811155943,-58.429525898796264,,
Contenedor Negro,FERRE 2601,FERRE 2601,-34.66383223517099,-58.43043194715722,,
Contenedor Negro,FERRE 2705,FERRE 2705,-34.664556424653135,-58.4316609300934,,
Contenedor Negro,O'GORMAN 3415,O'GORMAN 3415,-34.65987016007141,-58.42724495010574,,
Contenedor Negro,O'GORMAN 3591,O'GORMAN 3591,-34.66135616043456,-58.42608695828873,,
Contenedor Negro,PEDERNERA 3596,PEDERNERA 3596,-34.66227520891158,-58.43005685417662,,
Contenedor Negro,PERGAMINO 3700,PERGAMINO 3700,-34.667951452570534,-58.43685630645142,,
Contenedor Negro,IGUAZU 682,IGUAZU 682,-34.645230307236254,-58.40535119886654,,
Contenedor Negro,PJE (F.F.DE LA CRUZ 5200) 4522,PJE (F.F.DE LA CRUZ 5200) 4522,-34.67805773506508,-58.46400341809654,,
Contenedor Negro,PJE (F.F.DE LA CRUZ 5200) 4526,PJE (F.F.DE LA CRUZ 5200) 4526,-34.6780302958521,-58.464035856925655,,
Contenedor Negro,LUNA 477,LUNA 477,-34.64184657960191,-58.39821478417175,,
Contenedor Negro,"RABANAL, FRANCISCO, INTENDENTE AV. 2218","RABANAL, FRANCISCO, INTENDENTE AV. 2218",-34.65921594860707,-58.42797612395608,,
Contenedor Negro,"RABANAL, FRANCISCO, INTENDENTE AV. 2241","RABANAL, FRANCISCO, INTENDENTE AV. 2241",-34.65944220646346,-58.42859291630606,,
