tipo,nombre,direccion,lat,lon,materiales,horario
Contenedor Negro,"HERNANDEZ, JOSE 2275","HERNANDEZ, JOSE 2275",-34.56500154570586,-58.452098689351004,,
Contenedor Negro,"HERNANDEZ, JOSE 2377","HERNANDEZ, JOSE 2377",-34.5654807801862,-58.4529121129573,,
Contenedor Negro,"HERNANDEZ, JOSE 2411","HERNANDEZ, JOSE 2411",-34.56567080548455,-58.4535501714584,,
Contenedor Negro,"HERNANDEZ, JOSE 2451","HERNANDEZ, JOSE 2451",-34.565897155877025,-58.453936659803006,,
Contenedor Negro,"HERNANDEZ, JOSE 2523","HERNANDEZ, JOSE 2523",-34.56640911719262,-58.454810882698055,,
Contenedor Negro,"HERNANDEZ, JOSE 2525","HERNANDEZ, JOSE 2525",-34.566416762311114,-58.45482393906939,,
Contenedor Negro,"HERNANDEZ, JOSE 2663","HERNANDEZ, JOSE 2663",-34.56708666705237,-58.4559679428431,,
Contenedor Negro,"HERNANDEZ, JOSE 2711","HERNANDEZ, JOSE 2711",-34.56741453423496,-58.45652782544738,,
Contenedor Negro,"HERNANDEZ, JOSE 2825","HERNANDEZ, JOSE 2825",-34.567905501812184,-58.4573785214597,,
Contenedor Negro,"HERNANDEZ, JOSE 2833","HERNANDEZ, JOSE 2833",-34.56790826427226,-58.45738365176775,,
Contenedor Negro,"HERNANDEZ, RAFAEL 2524","HERNANDEZ, RAFAEL 2524",-34.55079030809386,-58.44777237963416,,
Contenedor Negro,"HERNANDEZ, RAFAEL 2720","HERNANDEZ, RAFAEL 2720",-34.55019979707616,-58.44906334683147,,
Contenedor Negro,"HERNANDEZ, RAFAEL 2820","HERNANDEZ, RAFAEL 2820",-34.54992554925134,-58.45088416486165,,
Contenedor Negro,"HERNANDEZ, RAFAEL 2962","HERNANDEZ, RAFAEL 2962",-34.54963628256296,-58.452796564590756,,
Contenedor Negro,HONDURAS AV. 3730,HONDURAS AV. 3730,-34.59407282771471,-58.41504432614784,,
Contenedor Negro,HONDURAS AV. 3741,HONDURAS AV. 3741,-34.59405807311005,-58.41525257805069,,
Contenedor Negro,HONDURAS AV. 3782,HONDURAS AV. 3782,-34.594086997737904,-58.41594495395769,,
Contenedor Negro,HONDURAS AV. 3815,HONDURAS AV. 3815,-34.594082682893074,-58.41680526632135,,
Contenedor Negro,HONDURAS AV. 3842,HONDURAS AV. 3842,-34.594107627670525,-58.41721557727713,,
Contenedor Negro,HONDURAS AV. 3952,HONDURAS AV. 3952,-34.594136736979465,-58.418942122460166,,
Contenedor Negro,HONDURAS AV. 4068,HONDURAS AV. 4068,-34.59416324030883,-58.42051649952795,,
Contenedor Negro,HONDURAS AV. 4135,HONDURAS AV. 4135,-34.59416575771972,-58.42173834608943,,
Contenedor Negro,HONDURAS AV. 4138,HONDURAS AV. 4138,-34.59418429206832,-58.4217681730214,,
Contenedor Negro,HONDURAS 4245,HONDURAS 4245,-34.59380737356618,-58.42318242119445,,
Contenedor Negro,HONDURAS 4367,HONDURAS 4367,-34.59309897676728,-58.4240072806533,,
Contenedor Negro,HONDURAS 4463,HONDURAS 4463,-34.59243391616614,-58.42478490433906,,
Contenedor Negro,HONDURAS 4567,HONDURAS 4567,-34.59175949184063,-58.42559627202309,,
Contenedor Negro,HONDURAS 4641,HONDURAS 4641,-34.591199522000565,-58.42638065492702,,
Contenedor Negro,HONDURAS 4757,HONDURAS 4757,-34.59035281655659,-58.42767478251807,,
Contenedor Negro,HONDURAS 4759,HONDURAS 4759,-34.59034101453592,-58.42769282014813,,
Contenedor Negro,HONDURAS 4865,HONDURAS 4865,-34.58960176066377,-58.428822681014736,,
Contenedor Negro,HONDURAS 4969,HONDURAS 4969,-34.58904269515276,-58.42967714339112,,
Contenedor Negro,HONDURAS 5051,HONDURAS 5051,-34.588344216456306,-58.43074375858465,,
Contenedor Negro,HONDURAS 5053,HONDURAS 5053,-34.58833648044579,-58.43075563305428,,
Contenedor Negro,HONDURAS 5169,HONDURAS 5169,-34.58768419017848,-58.43175769235956,,
Contenedor Negro,HONDURAS 5299,HONDURAS 5299,-34.58692490626668,-58.432778043245285,,
Contenedor Negro,HONDURAS 5367,HONDURAS 5367,-34.586240585402464,-58.433643072142544,,
Contenedor Negro,HONDURAS 5473,HONDURAS 5473,-34.5852494783893,-58.434893753992405,,
Contenedor Negro,HONDURAS 5557,HONDURAS 5557,-34.58446815449457,-58.43589197707293,,
Contenedor Negro,HONDURAS 5559,HONDURAS 5559,-34.584457271439256,-58.435905898230914,,
Contenedor Negro,HONDURAS 5681,HONDURAS 5681,-34.5835477596945,-58.43706934232206,,
Contenedor Negro,HONDURAS 5683,HONDURAS 5683,-34.58353510740051,-58.43708552719984,,
Contenedor Negro,HONDURAS 5751,HONDURAS 5751,-34.582934660483104,-58.437851207875305,,
Contenedor Negro,HONDURAS 5753,HONDURAS 5753,-34.58292213865085,-58.43786717148066,,
Contenedor Negro,HONDURAS 5891,HONDURAS 5891,-34.58188086573073,-58.43919468908469,,
Contenedor Negro,HONDURAS 5945,HONDURAS 5945,-34.58136689502136,-58.439848629700464,,
Contenedor Negro,HONDURAS 6075,HONDURAS 6075,-34.580294154306216,-58.441206876574405,,
Contenedor Negro,HONDURAS 6077,HONDURAS 6077,-34.58028019789139,-58.44122454586693,,
Contenedor Negro,HUERGO 150,HUERGO 150,-34.57379295220068,-58.43034488565936,,
Contenedor Negro,HUERGO 223,HUERGO 223,-34.57337318113491,-58.431086561140795,,
Contenedor Negro,HUERGO 225,HUERGO 225,-34.57336265036837,-58.431104632540894,,
Contenedor Negro,HUERGO 350,HUERGO 350,-34.572619706565646,-58.43241739951738,,
Contenedor Negro,HUERGO 352,HUERGO 352,-34.57261086082466,-58.43243257913957,,
Contenedor Negro,HUMBOLDT 1351,HUMBOLDT 1351,-34.58770846385792,-58.438928201297024,,
Contenedor Negro,HUMBOLDT 1427,HUMBOLDT 1427,-34.587119241887734,-58.43795956991537,,
Contenedor Negro,HUMBOLDT 1507,HUMBOLDT 1507,-34.5862920801425,-58.43700839609007,,
Contenedor Negro,HUMBOLDT 1665,HUMBOLDT 1665,-34.58517043191242,-58.43571859792704,,
Contenedor Negro,HUMBOLDT 1667,HUMBOLDT 1667,-34.585159024532594,-58.43570548164293,,
Contenedor Negro,HUMBOLDT 1765,HUMBOLDT 1765,-34.58440892154818,-58.43484297069166,,
Contenedor Negro,HUMBOLDT 1841,HUMBOLDT 1841,-34.583813226592035,-58.43415804708017,,
Contenedor Negro,HUMBOLDT 1947,HUMBOLDT 1947,-34.582941334427225,-58.43315859984444,,
Contenedor Negro,HUMBOLDT 1957,HUMBOLDT 1957,-34.58285830590192,-58.4330634510354,,
Contenedor Negro,HUMBOLDT 1995,HUMBOLDT 1995,-34.58254279681981,-58.43270188728703,,
Contenedor Negro,HUMBOLDT 2021,HUMBOLDT 2021,-34.58219213550854,-58.43230004833101,,
Contenedor Negro,HUMBOLDT 2125,HUMBOLDT 2125,-34.58144071278244,-58.431438981566046,,
Contenedor Negro,HUMBOLDT 2245,HUMBOLDT 2245,-34.58067172251042,-58.430557803181266,,
Contenedor Negro,HUMBOLDT 2335,HUMBOLDT 2335,-34.57984491744896,-58.42961043038075,,
Contenedor Negro,HUMBOLDT 2369,HUMBOLDT 2369,-34.57960484698266,-58.42933537325905,,
Contenedor Negro,HUMBOLDT 2437,HUMBOLDT 2437,-34.57876156897392,-58.42836916570399,,
Contenedor Negro,HUMBOLDT 2457,HUMBOLDT 2457,-34.57851981011596,-58.42809216070314,,
Contenedor Negro,HUMBOLDT 2457,HUMBOLDT 2457,-34.57851981011596,-58.42809216070314,,
Contenedor Negro,HUSARES 1861,HUSARES 1861,-34.55552893137184,-58.44032232437019,,
Contenedor Negro,HUSARES 1993,HUSARES 1993,-34.554495049433015,-58.44122195881822,,
Contenedor Negro,HUSARES 2047,HUSARES 2047,-34.55388544017824,-58.441748706073795,,
Contenedor Negro,HUSARES 2191,HUSARES 2191,-34.55261075346104,-58.4428500109517,,
Contenedor Negro,HUSARES 2281,HUSARES 2281,-34.551774592162865,-58.4435724706035,,
Contenedor Negro,HUSARES 2283,HUSARES 2283,-34.55176066772191,-58.443584501884885,,
Contenedor Negro,HUSARES 2373,HUSARES 2373,-34.550907211421986,-58.44430607346101,,
Contenedor Negro,HUSARES 2375,HUSARES 2375,-34.5508927083866,-58.44431817015581,,
Contenedor Negro,HUSARES 2407,HUSARES 2407,-34.550451066016365,-58.444686765563134,,
Contenedor Negro,IBERA 1528,IBERA 1528,-34.548838651709325,-58.45539606580605,,
Contenedor Negro,IBERA 1585,IBERA 1585,-34.549078697285104,-58.45590210681718,,
Contenedor Negro,IBERA 1627,IBERA 1627,-34.54939513080896,-58.45651698713741,,
Contenedor Negro,IBERA 1791,IBERA 1791,-34.55008689262277,-58.457866073267475,,
Contenedor Negro,IBERA 1821,IBERA 1821,-34.55032402591379,-58.45832857983157,,
Contenedor Negro,IBERA 1867,IBERA 1867,-34.550479085991036,-58.4586309970548,,
Contenedor Negro,IBERA 2097,IBERA 2097,-34.55200958058413,-58.46161619969924,,
Contenedor Negro,IBERA 2175,IBERA 2175,-34.552415253007325,-58.46240746413201,,
Contenedor Negro,IBERA 2250,IBERA 2250,-34.55278050310684,-58.463078509492945,,
Contenedor Negro,IBERA 2375,IBERA 2375,-34.5533548959416,-58.46424038949107,,
Contenedor Negro,IBERA 2443,IBERA 2443,-34.553765506326975,-58.46501693545308,,
Contenedor Negro,IBERA 2445,IBERA 2445,-34.55377441852313,-58.4650337554728,,
Contenedor Negro,IBERA 2511,IBERA 2511,-34.55419264831228,-58.4658104935636,,
Contenedor Negro,IBERA 2681,IBERA 2681,-34.554799850959824,-58.466901147007654,,
Contenedor Negro,IBERA 2755,IBERA 2755,-34.55519616293073,-58.46760276001936,,
Contenedor Negro,IBERA 2865,IBERA 2865,-34.55574477983963,-58.4685747525678,,
Contenedor Negro,IBERA 2917,IBERA 2917,-34.55608547199719,-58.46917935684756,,
Contenedor Negro,IBERA 3009,IBERA 3009,-34.55659294498959,-58.47007985657186,,
Contenedor Negro,SARMIENTO AV. 2630,SARMIENTO AV. 2630,-34.572022638156135,-58.41309202489787,,
Contenedor Negro,"ISABEL, INFANTA AV. 3","ISABEL, INFANTA AV. 3",-34.57169114496335,-58.42169088051448,,
Contenedor Negro,"ISABEL, INFANTA AV. 75","ISABEL, INFANTA AV. 75",-34.57157715444582,-58.42165502175477,,
Contenedor Negro,"ISABEL, INFANTA AV. 77","ISABEL, INFANTA AV. 77",-34.571573988042374,-58.42165402567949,,
Contenedor Negro,"ISABEL, INFANTA AV. 123","ISABEL, INFANTA AV. 123",-34.571501160760405,-58.421631115969284,,
Contenedor Negro,"ISABEL, INFANTA AV. 20","ISABEL, INFANTA AV. 20",-34.5716943113664,-58.42169187659248,,
Contenedor Negro,DEL LIBERTADOR AV. 3796,DEL LIBERTADOR AV. 3796,-34.5716943113664,-58.42169187659248,,
Contenedor Negro,JARAMILLO 1880,JARAMILLO 1880,-34.54547932933355,-58.46359359880056,,
Contenedor Negro,JARAMILLO 1798,JARAMILLO 1798,-34.5451024829463,-58.46285058041442,,
Contenedor Negro,JARAMILLO 1896,JARAMILLO 1896,-34.545526231611966,-58.46368607380533,,
Contenedor Negro,JARAMILLO 2125,JARAMILLO 2125,-34.54672626479886,-58.4661208650429,,
Contenedor Negro,JARAMILLO 2245,JARAMILLO 2245,-34.5472670397625,-58.4671912797615,,
Contenedor Negro,JARAMILLO 2399,JARAMILLO 2399,-34.548036523355165,-58.468714528802906,,
Contenedor Negro,"JAURES, JEAN 1076","JAURES, JEAN 1076",-34.597325319554,-58.40655754798691,,
Contenedor Negro,"JAURES, JEAN 1078","JAURES, JEAN 1078",-34.597309523292424,-58.40655574056975,,
Contenedor Negro,"JAURES, JEAN 1186","JAURES, JEAN 1186",-34.59583677261824,-58.40630291622904,,
Contenedor Negro,"JAURES, JEAN 1188","JAURES, JEAN 1188",-34.595812229704975,-58.40629843051629,,
Contenedor Negro,JUNCAL 1431,JUNCAL 1431,-34.592819890548185,-58.387947920903585,,
Contenedor Negro,JUNCAL 1616,JUNCAL 1616,-34.594231633759755,-58.39040659969673,,
Contenedor Negro,JUNCAL 1644,JUNCAL 1644,-34.59417774859765,-58.39076703882106,,
Contenedor Negro,JUNCAL 1648,JUNCAL 1648,-34.59417005063033,-58.390818530086655,,
Contenedor Negro,JUNCAL 1776,JUNCAL 1776,-34.59388854936167,-58.39267439304337,,
Contenedor Negro,JUNCAL 1820,JUNCAL 1820,-34.593772511004055,-58.393411436763415,,
Contenedor Negro,JUNCAL 1838,JUNCAL 1838,-34.59374593408764,-58.39358021750541,,
Contenedor Negro,JUNCAL 1940,JUNCAL 1940,-34.593539613162115,-58.394890474846896,,
Contenedor Negro,JUNCAL 1966,JUNCAL 1966,-34.59349569102121,-58.39516940436463,,
Contenedor Negro,JUNCAL 2028,JUNCAL 2028,-34.59328441438139,-58.396123665802236,,
Contenedor Negro,JUNCAL 2064,JUNCAL 2064,-34.59319680710085,-58.39641557706744,,
Contenedor Negro,JUNCAL 2184,JUNCAL 2184,-34.59260665086507,-58.39840635584918,,
Contenedor Negro,JUNCAL 2186,JUNCAL 2186,-34.59259969355981,-58.39842994553434,,
Contenedor Negro,JUNCAL 2268,JUNCAL 2268,-34.5921921500881,-58.399518566561625,,
Contenedor Negro,JUNCAL 2270,JUNCAL 2270,-34.59218447532071,-58.39953740488782,,
Contenedor Negro,JUNCAL 2336,JUNCAL 2336,-34.59183912174707,-58.40038405247434,,
Contenedor Negro,JUNCAL 2338,JUNCAL 2338,-34.591832615820216,-58.40039998171683,,
Contenedor Negro,JUNCAL 2438,JUNCAL 2438,-34.59134047408642,-58.40158984862812,,
Contenedor Negro,JUNCAL 2506,JUNCAL 2506,-34.59087762479329,-58.40257880967977,,
Contenedor Negro,JUNCAL 2514,JUNCAL 2514,-34.590841358985095,-58.40262746852594,,
Contenedor Negro,JUNCAL 2636,JUNCAL 2636,-34.590059948333945,-58.40367589250033,,
Contenedor Negro,JUNCAL 2638,JUNCAL 2638,-34.590047565392105,-58.403692506525786,,
Contenedor Negro,JUNCAL 2740,JUNCAL 2740,-34.58929000090633,-58.404709760651976,,
Contenedor Negro,JUNCAL 2742,JUNCAL 2742,-34.58927986077838,-58.404723409544104,,
Contenedor Negro,JUNCAL 2848,JUNCAL 2848,-34.58846438144442,-58.405821120034815,,
Contenedor Negro,JUNCAL 2850,JUNCAL 2850,-34.58844956831714,-58.40584106069085,,
Contenedor Negro,JUNCAL 2956,JUNCAL 2956,-34.587590660679524,-58.40699722478412,,
Contenedor Negro,JUNCAL 2960,JUNCAL 2960,-34.58756785584795,-58.40702792053176,,
Contenedor Negro,JUNCAL 3050,JUNCAL 3050,-34.58690431104889,-58.4078836489171,,
Contenedor Negro,JUNCAL 3090,JUNCAL 3090,-34.58669748601973,-58.408144002965074,,
Contenedor Negro,JUNCAL 3146,JUNCAL 3146,-34.58588504846614,-58.408910754770936,,
Contenedor Negro,JUNCAL 3186,JUNCAL 3186,-34.58568123529405,-58.40955897857856,,
Contenedor Negro,JUNCAL 3260,JUNCAL 3260,-34.58536409871009,-58.41052166665912,,
Contenedor Negro,JUNCAL 3348,JUNCAL 3348,-34.58494770232528,-58.41134308222577,,
Contenedor Negro,JUNCAL 3460,JUNCAL 3460,-34.58432761587054,-58.41221569306071,,
Contenedor Negro,JUNCAL 3544,JUNCAL 3544,-34.58381100286425,-58.412942666417266,,
Contenedor Negro,JUNCAL 3636,JUNCAL 3636,-34.58328709234705,-58.4136799185577,,
Contenedor Negro,JUNCAL 3650,JUNCAL 3650,-34.58323745069804,-58.41374977637993,,
Contenedor Negro,JUNCAL 3772,JUNCAL 3772,-34.582640038908586,-58.41459046994334,,
Contenedor Negro,JUNCAL 4550,JUNCAL 4550,-34.577088154644336,-58.42306083368374,,
Contenedor Negro,JUNCAL 4554,JUNCAL 4554,-34.57707159967045,-58.42308845340334,,
Contenedor Negro,JUNCAL 4672,JUNCAL 4672,-34.576446796097386,-58.42413083476794,,
Contenedor Negro,JUNCAL 4674,JUNCAL 4674,-34.57628811579194,-58.42439557362103,,
Contenedor Negro,JUNCAL 4676,JUNCAL 4676,-34.57627693169745,-58.42441423372619,,
Contenedor Negro,JUNIN 870,JUNIN 870,-34.59898260888789,-58.39728962698895,,
Contenedor Negro,JUNIN 890,JUNIN 890,-34.59880221527733,-58.39731132930141,,
Contenedor Negro,JUNIN 950,JUNIN 950,-34.59791119865831,-58.39745010433606,,
Contenedor Negro,JUNIN 952,JUNIN 952,-34.59788900447172,-58.397453816680894,,
Contenedor Negro,JUNIN 1066,JUNIN 1066,-34.596176137449376,-58.39745170015215,,
Contenedor Negro,JUNIN 1072,JUNIN 1072,-34.596090866544785,-58.39744241770221,,
Contenedor Negro,JUNIN 1142,JUNIN 1142,-34.59508055665994,-58.397298780918874,,
Contenedor Negro,JUNIN 1144,JUNIN 1144,-34.59506344275772,-58.39729521768232,,
Contenedor Negro,JUNIN 1248,JUNIN 1248,-34.59378658446795,-58.39702568866133,,
Contenedor Negro,JUNIN 1250,JUNIN 1250,-34.59376349100045,-58.397020730542586,,
Contenedor Negro,JUNIN 1342,JUNIN 1342,-34.592544229305666,-58.39678564391587,,
Contenedor Negro,JUNIN 1378,JUNIN 1378,-34.59208201216808,-58.39629811148835,,
Contenedor Negro,JUNIN 1380,JUNIN 1380,-34.59206681010922,-58.396281930013444,,
Contenedor Negro,JUNIN 1438,JUNIN 1438,-34.59145153175918,-58.395595499637054,,
Contenedor Negro,JUNIN 1440,JUNIN 1440,-34.591437004950585,-58.395578488373296,,
Contenedor Negro,JUNIN 1564,JUNIN 1564,-34.59040199975895,-58.39436646754284,,
Contenedor Negro,JUNIN 1568,JUNIN 1568,-34.59037587463762,-58.39433587415681,,
Contenedor Negro,JUNIN 1610,JUNIN 1610,-34.58991612386201,-58.393805606579726,,
Contenedor Negro,JUNIN 1726,JUNIN 1726,-34.58891656075008,-58.3927669580211,,
Contenedor Negro,JUNIN 1728,JUNIN 1728,-34.58889970624128,-58.392757106831986,,
Contenedor Negro,JURAMENTO 627,JURAMENTO 627,-34.55088206733145,-58.43796011922967,,
Contenedor Negro,JURAMENTO 659,JURAMENTO 659,-34.55106858521993,-58.43827366318284,,
Contenedor Negro,JURAMENTO 790,JURAMENTO 790,-34.551938689250406,-58.439699052519806,,
Contenedor Negro,JURAMENTO 792,JURAMENTO 792,-34.55194924507347,-58.43971679810138,,
Contenedor Negro,JURAMENTO 794,JURAMENTO 794,-34.55195980089386,-58.439734543687486,,
Contenedor Negro,JURAMENTO 993,JURAMENTO 993,-34.55327254636265,-58.44201233835702,,
Contenedor Negro,JURAMENTO 1033,JURAMENTO 1033,-34.553633176711294,-58.44259855779547,,
Contenedor Negro,JURAMENTO 1155,JURAMENTO 1155,-34.55441900583443,-58.44389962130894,,
Contenedor Negro,JURAMENTO 1245,JURAMENTO 1245,-34.55503558229927,-58.44493315135863,,
Contenedor Negro,JURAMENTO 1351,JURAMENTO 1351,-34.55572787025509,-58.44610549512931,,
Contenedor Negro,JURAMENTO 1417,JURAMENTO 1417,-34.55620690939725,-58.44691679631903,,
Contenedor Negro,JURAMENTO 1457,JURAMENTO 1457,-34.556394992712484,-58.447235357002704,,
Contenedor Negro,JURAMENTO 1475,JURAMENTO 1475,-34.556479799391504,-58.447378655210656,,
Contenedor Negro,JURAMENTO 1525,JURAMENTO 1525,-34.55689051367345,-58.44806434463294,,
Contenedor Negro,JURAMENTO 1527,JURAMENTO 1527,-34.556902029426006,-58.44808357303498,,
Contenedor Negro,JURAMENTO 1595,JURAMENTO 1595,-34.55729356319939,-58.4487373418589,,
Contenedor Negro,JURAMENTO 1651,JURAMENTO 1651,-34.55774443749449,-58.449490159486444,,
Contenedor Negro,JURAMENTO 1653,JURAMENTO 1653,-34.55775520821711,-58.449508143029455,,
Contenedor Negro,JURAMENTO 1681,JURAMENTO 1681,-34.55790599805292,-58.449759913118385,,
Contenedor Negro,JURAMENTO 1683,JURAMENTO 1683,-34.55791676873542,-58.44977789673098,,
Contenedor Negro,JURAMENTO AV. 1733,JURAMENTO AV. 1733,-34.55835065857074,-58.45046479631387,,
Contenedor Negro,JURAMENTO 3015,JURAMENTO 3015,-34.56550648172601,-58.46257388239756,,
Contenedor Negro,JURAMENTO 3333,JURAMENTO 3333,-34.5674782391578,-58.46589964914063,,
Contenedor Negro,JURAMENTO 3395,JURAMENTO 3395,-34.567767653520406,-58.466388163045416,,
Contenedor Negro,JURAMENTO 3461,JURAMENTO 3461,-34.56828857208784,-58.46726752212673,,
Contenedor Negro,JURAMENTO 3535,JURAMENTO 3535,-34.56876263752472,-58.4680684489682,,
Contenedor Negro,JURAMENTO 3675,JURAMENTO 3675,-34.569430177397436,-58.46920772205718,,
Contenedor Negro,JURAMENTO 3675,JURAMENTO 3675,-34.569430177397436,-58.46920772205718,,
Contenedor Negro,JURAMENTO 3761,JURAMENTO 3761,-34.569910699797326,-58.47002791559445,,
Contenedor Negro,JURAMENTO AV. 1823,JURAMENTO AV. 1823,-34.5589328996268,-58.45141539094705,,
Contenedor Negro,JURAMENTO AV. 1825,JURAMENTO AV. 1825,-34.558939535809515,-58.451426538906496,,
Contenedor Negro,JURAMENTO AV. 1935,JURAMENTO AV. 1935,-34.55952939672401,-58.45241740881134,,
Contenedor Negro,JURAMENTO AV. 1936,JURAMENTO AV. 1936,-34.55954403165095,-58.452404682803056,,
Contenedor Negro,JURAMENTO AV. 1937,JURAMENTO AV. 1937,-34.5595369301042,-58.45243006619628,,
Contenedor Negro,JURAMENTO AV. 1938,JURAMENTO AV. 1938,-34.55955156503254,-58.45241734018918,,
Contenedor Negro,JURAMENTO AV. 2021,JURAMENTO AV. 2021,-34.56000413144672,-58.45321500619417,,
Contenedor Negro,JURAMENTO AV. 2036,JURAMENTO AV. 2036,-34.56007177757532,-58.453291333741326,,
Contenedor Negro,JURAMENTO AV. 2109,JURAMENTO AV. 2109,-34.56048850702217,-58.454028737983094,,
Contenedor Negro,JURAMENTO AV. 2148,JURAMENTO AV. 2148,-34.56065080321639,-58.454264101241854,,
Contenedor Negro,JURAMENTO AV. 2156,JURAMENTO AV. 2156,-34.560681889780525,-58.45431633078069,,
Contenedor Negro,JURAMENTO AV. 2175,JURAMENTO AV. 2175,-34.56074497134089,-58.45445963128087,,
Contenedor Negro,JURAMENTO AV. 2220,JURAMENTO AV. 2220,-34.56108252960271,-58.45498942262784,,
Contenedor Negro,JURAMENTO AV. 2431,JURAMENTO AV. 2431,-34.56223649948661,-58.45705238144008,,
Contenedor Negro,JURAMENTO AV. 2433,JURAMENTO AV. 2433,-34.56224511034555,-58.45706696866774,,
Contenedor Negro,JURAMENTO AV. 2535,JURAMENTO AV. 2535,-34.56281452097263,-58.45803156629736,,
Contenedor Negro,JURAMENTO AV. 2537,JURAMENTO AV. 2537,-34.56282206076094,-58.45804433848557,,
Contenedor Negro,JURAMENTO AV. 2653,JURAMENTO AV. 2653,-34.563408768941486,-58.45903724767935,,
Contenedor Negro,JURAMENTO AV. 2749,JURAMENTO AV. 2749,-34.56392171201413,-58.45990192753466,,
Contenedor Negro,JURAMENTO AV. 2785,JURAMENTO AV. 2785,-34.56405809312553,-58.46013183646988,,
Contenedor Negro,JURAMENTO AV. 2861,JURAMENTO AV. 2861,-34.56451898639827,-58.46090892267416,,
Contenedor Negro,JURAMENTO AV. 2869,JURAMENTO AV. 2869,-34.564552357915225,-58.46096519068563,,
Contenedor Negro,JURAMENTO 2981,JURAMENTO 2981,-34.56520137452043,-58.46205945792785,,
Contenedor Negro,JURAMENTO 3077,JURAMENTO 3077,-34.56579486252201,-58.46306011626862,,
Contenedor Negro,JURAMENTO 3143,JURAMENTO 3143,-34.56625092583451,-58.46382910209451,,
Contenedor Negro,JURAMENTO 3199,JURAMENTO 3199,-34.56651248285551,-58.46427013536729,,
Contenedor Negro,"JUSTO, JUAN B. AV. 671","JUSTO, JUAN B. AV. 671",-34.57883917388802,-58.42710764682849,,
Contenedor Negro,"JUSTO, JUAN B. AV. 745","JUSTO, JUAN B. AV. 745",-34.579436611563125,-58.42760709599037,,
Contenedor Negro,"JUSTO, JUAN B. AV. 1045","JUSTO, JUAN B. AV. 1045",-34.58211105668491,-58.43034701273127,,
Contenedor Negro,"JUSTO, JUAN B. AV. 1257","JUSTO, JUAN B. AV. 1257",-34.58361090787895,-58.43238186066812,,
Contenedor Negro,"JUSTO, JUAN B. AV. 1477","JUSTO, JUAN B. AV. 1477",-34.5851608149167,-58.434484679887184,,
Contenedor Negro,"JUSTO, JUAN B. AV. 1575","JUSTO, JUAN B. AV. 1575",-34.58584703550469,-58.43541575380786,,
Contenedor Negro,"JUSTO, JUAN B. AV. 1635","JUSTO, JUAN B. AV. 1635",-34.58625365421417,-58.436166612332165,,
Contenedor Negro,"JUSTO, JUAN B. AV. 837","JUSTO, JUAN B. AV. 837",-34.58037249993596,-58.428433863556805,,
Contenedor Negro,"KENNEDY, JOHN FITZGERALD 2843","KENNEDY, JOHN FITZGERALD 2843",-34.57594282512667,-58.41974975435846,,
Contenedor Negro,"KENNEDY, JOHN FITZGERALD 2845","KENNEDY, JOHN FITZGERALD 2845",-34.575931303388096,-58.41974107738441,,
Contenedor Negro,"KENNEDY, JOHN FITZGERALD 2947","KENNEDY, JOHN FITZGERALD 2947",-34.575123726606485,-58.41913293342716,,
Contenedor Negro,LA PAMPA 1704,LA PAMPA 1704,-34.56115373110156,-58.44795414838648,,
Contenedor Negro,LA PAMPA 2978,LA PAMPA 2978,-34.56792387971143,-58.45949943785637,,
Contenedor Negro,LA PAMPA 614,LA PAMPA 614,-34.553819750589476,-58.43562427055209,,
Contenedor Negro,LA PAMPA 750,LA PAMPA 750,-34.55457681284458,-58.43689045823863,,
Contenedor Negro,LA PAMPA 820,LA PAMPA 820,-34.55508897631479,-58.43774713582645,,
Contenedor Negro,LA PAMPA 884,LA PAMPA 884,-34.55542288305517,-58.4383056386588,,
Contenedor Negro,LA PAMPA 963,LA PAMPA 963,-34.555975029470865,-58.43926643500991,,
Contenedor Negro,LA PAMPA 1015,LA PAMPA 1015,-34.556343397005826,-58.43988260049272,,
Contenedor Negro,LA PAMPA 1017,LA PAMPA 1017,-34.55634644364086,-58.43988769583308,,
Contenedor Negro,LA PAMPA 1055,LA PAMPA 1055,-34.55659074413352,-58.440296364362936,,
Contenedor Negro,LA PAMPA 1155,LA PAMPA 1155,-34.55728466420357,-58.4414528342224,,
Contenedor Negro,LA PAMPA 1171,LA PAMPA 1171,-34.55736958011674,-58.441593400920816,,
Contenedor Negro,LA PAMPA 1225,LA PAMPA 1225,-34.55779601314369,-58.44230889921864,,
Contenedor Negro,LA PAMPA 1232,LA PAMPA 1232,-34.55784070006938,-58.44234737507512,,
Contenedor Negro,LA PAMPA 1352,LA PAMPA 1352,-34.55860121945299,-58.44363466959211,,
Contenedor Negro,LA PAMPA 1410,LA PAMPA 1410,-34.55904850660136,-58.44438849566419,,
Contenedor Negro,LA PAMPA 1460,LA PAMPA 1460,-34.55928116428163,-58.4447819056438,,
Contenedor Negro,LA PAMPA 1512,LA PAMPA 1512,-34.559677159041534,-58.44545151619893,,
Contenedor Negro,LA PAMPA 1520,LA PAMPA 1520,-34.559719246099476,-58.44552268385894,,
Contenedor Negro,LA PAMPA 1680,LA PAMPA 1680,-34.56088596178511,-58.44750092426842,,
Contenedor Negro,LA PAMPA 1702,LA PAMPA 1702,-34.56114590493855,-58.447941059027265,,
Contenedor Negro,LA PAMPA 1820,LA PAMPA 1820,-34.56175674930021,-58.448965034670174,,
Contenedor Negro,LA PAMPA 1850,LA PAMPA 1850,-34.56187245296728,-58.44916036542182,,
