wkt_geom,direccion,barrio,comuna,mas_info,materiales
Point (101128.47958400000061374 99608.5422277000034228),"Laferrere, Gregorio 1784",Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100891.2846410000056494 99517.34988740000699181),"Laferrere, Gregorio 2004",Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (101449.59350800000538584 99451.36671869999554474),Malvinas Argentinas 912,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (102799.24134599999524653 99585.24399180000182241),"Moreno, Jose Maria Av. 1232",Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (102850.6244379999989178 99231.92707550000341143),"Moreno, Jose Maria Av. 1502",Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (102934.65256899999803863 98748.01551800000015646),"Moreno, Jose Maria Av. 1902",Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (102018.55533200000354555 99886.38901430000260007),"Peron, Eva Av. 1115",Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (101190.46249499999976251 99168.98807760000636335),"Peron, Eva Av. 1991",Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (102622.90135800000280142 99101.69802999999956228),Picheuta 1602,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (101589.23004599999694619 99543.9955645000009099),Primera Junta 1439,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (101129.94993200000317302 99287.25230849999934435),Pumacahua 854,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (103011.7659060000005411 99685.98920949999592267),Salas 345,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (102867.01191699999617413 99660.8776514000055613),Salas 441,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (102663.54797100000723731 99607.56197700000484474),Salas 582,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (102498.7687069999956293 99585.68881989999499638),Salas 660,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (102351.79644799999368843 99542.46527719999721739),Salas 763,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (102263.43614799999340903 99482.55451210000319406),Salas 835,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (102196.71750300000712741 99445.85909709999396),Salas 887,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (102548.84779800000251271 98255.69948589999694377),Salvigny 1702,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (102539.10292099999787752 99316.31187550000322517),Santander 1102,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (102173.43396300000313204 99227.84825939999427646),Santander 1364,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (102075.21441299999423791 99203.97960629999579396),Santander 1452,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (101885.14100899999903049 99156.82938670000294223),Santander 1602,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (101626.2155849999981001 99082.83467290000407957),Santander 1802,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (101417.33703300000343006 98868.41467159999592695),Santander 2071,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (103347.2527330000011716 99471.41252159999567084),Santander 408,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (103100.10199900000588968 99422.5731145000027027),Santander 636,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (102908.79986699999426492 99384.63925399999425281),Santander 822,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (102859.34762299999420065 99007.95069209999928717),Saraza 1002,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (102501.60019700000702869 98939.00550509999447968),Saraza 1302,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (102224.3373730000021169 98856.0353363000031095),Saraza 1502,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (101973.46055299999716226 98779.59485559999302495),Saraza 1702,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (101710.92589399999997113 98638.32227639999473467),Saraza 2042,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (103313.70238400000380352 99106.35696109999844339),Saraza 602,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (103096.96032300000661053 99059.13593390000460204),Saraza 802,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (102654.92326599999796599 98420.91710000000603031),Somellera 1602,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (102305.98180999999749474 98325.38775949999399018),Somellera 1862,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (102084.29750699999567587 99647.33035629999358207),Tejedor 1080,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (103159.39043100000708364 99940.78668340000149328),Tejedor 192,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (102967.48512700000719633 99908.63932590000331402),Tejedor 350,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (102660.24177199999394361 99851.61874130000069272),Tejedor 588,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (102419.55066599999554455 99810.35744829999748617),Tejedor 810,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (102265.8406189999950584 99762.4665685000072699),Tejedor 930,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (101155.35978300000715535 99899.10768010000174399),Thorne 485,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (102528.82711899999412708 98378.5893177999969339),"Vedia, Agustin De 2102",Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (102566.1090740000072401 98252.53766390000237152),"Vedia, Agustin De 2202",Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (103136.56849799999326933 99597.71389739999722224),Vernet Av. 275,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (103042.55937800000538118 99815.2988547999993898),Viel 1200,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (102820.77035099999920931 98727.72636770000099204),Zelarrayan 1202,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (102578.57129000000713859 98669.20697359999758191),Zelarrayan 1402,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (102295.89541700000700075 98600.2560181000008015),Zelarrayan 1602,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (102045.407483000002685 98541.89121760000125505),Zelarrayan 1802,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (103317.12700100000074599 98834.07582250000268687),Zelarrayan 752,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (103150.68264199999975972 98799.7011004999949364),Zelarrayan 902,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (102062.7283949999982724 99791.49805070000002161),Zuviria 1027,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (101245.8030399999988731 99060.37387359999411274),Zuviria 2038,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (103040.96129000000655651 100050.11505399999441579),Zuviria 255,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (102763.96536400000331923 100001.26027800000156276),Zuviria 489,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (102484.89940399999613874 99953.50973720000183675),Zuviria 759,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (103261.96604499999375548 100088.90998300000501331),Zuviria 95,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (102131.04724099999293685 99835.46426379999320488),Zuviria 983,Parque Chacabuco,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98304.94092419999651611 104527.10252499999478459),Altolaguirre 1340,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98151.31988229999842588 104754.15699499999755062),Altolaguirre 1468,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98051.90508929999487009 104903.23524399999587331),Altolaguirre 1568,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98421.92849089999799617 104759.76962500000081491),Andonaegui 1384,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98340.55878659999871161 104859.21431500000471715),Andonaegui 1468,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98987.4405960000003688 105138.55793399999674875),Arismendi 2474,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98743.49262220000673551 104908.69176699999661651),Arismendi 2696,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98613.31064189999597147 104786.59903500000655185),Arismendi 2852,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98434.95347219999530353 105326.53343199999653734),Avalos 1699,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98310.03680649999296293 105321.90357500000391155),Ballivian 2799,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98187.666867199994158 105235.41065200000593904),Ballivian 2917,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (97986.49536889999581035 105050.50907000000006519),Ballivian 3193,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (97859.95837110000138637 104955.16351499999291264),Ballivian 3309,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98250.39980579999973997 104805.72184399999969173),Barzana 1481,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98678.66857179999351501 104601.76353999999992084),Bucarelli 1197,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98872.06980729999486357 104345.95810200000414625),Bucarelli 961,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (97968.29826690000481904 104648.25629900000058115),Bucarest 1455,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98528.19572980000521056 105370.96354799999971874),Cadiz 4114,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98875.89966500000446104 104603.61267899999802466),Campillo 2776,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98793.24078870000084862 104528.68918299999495503),Campillo 2854,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98635.00689340000099037 104383.94112299999687821),Campillo 3068,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (97805.29395029999432154 104737.63351699999475386),De Los Constituyentes Av. 3870,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98829.23362450000422541 105187.81911599999875762),De Los Incas Av. 4649,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98628.56725649999862071 104985.2990049999934854),De Los Incas Av. 4820,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98266.26521680000587367 104654.33807300000626128),De Los Incas Av. 5258,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98073.46300150000024587 104478.29655299999285489),De Los Incas Av. 5482,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98879.58358380000572652 104972.65677299999515526),Gamarra 1326,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98689.37048240000149235 105241.26383900000655558),Gamarra 1584,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98781.80999749999318738 105367.89506199999595992),Gandara 2353,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98473.01865230000112206 105158.67014000000199303),Gandara 2749,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98420.80044950000592507 105130.9783259999967413),Gandara 2785,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98198.73307040000509005 104971.16269399999873713),Gandara 3075,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (97988.94664690000354312 104814.23035199999867473),Gandara 3295,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98798.10340300000098068 105429.32508500000403728),Ginebra 3939,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98143.06392020000203047 105039.38799099999596365),Giribone 3076,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (97871.95194980000087526 104835.12667300000612158),Giribone 3354,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98097.45268719999876339 104664.70535800000652671),Hamburgo 3290,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98593.81786199999623932 105579.7056120000052033),La Pampa 4992,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98254.82194399999571033 105149.15575099999841768),Liverpool 2904,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99077.01253039999573957 105052.84377300000051036),Llerena 2431,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98794.11926890000177082 104731.27227400000265334),Llerena 2727,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98506.6412823999999091 104462.80772700000670739),Llerena 3085,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98190.06083370000123978 104500.5848790000018198),Moscu 5410,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98894.23115469999902416 104444.06890600000042468),Quiros 2837,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98725.86858769999525975 104285.01673600000503939),Quiros 3027,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98932.15700180000567343 104783.1694359999964945),Tasso 2655,Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98554.8967108999931952 105414.0338729999930365),"Victorica, Benjamin, General, Av. 2476",Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98544.6758001999987755 105226.18684700000449084),"Victorica, Benjamin, General, Av. 2642",Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98534.54004199999326374 105059.28592300000309478),"Victorica, Benjamin, General, Av. 2738",Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98429.93671120000362862 104588.194787999993423),"Victorica, Benjamin, General, Av. 3089",Parque Chas,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (104618.46661499999754597 98206.52458529999421444),Cachi 195,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (105897.75569000000541564 99757.27273850000347011),Alberti 1826,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (105978.42509600000630599 99501.00735719999647699),Alberti 2036,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (104753.0328190000000177 98955.67548580000584479),Almafuerte Av. 32,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (105128.47703199999523349 98483.28442969999741763),Atuel 441,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (105168.86441900000500027 98234.956666199999745),Atuel 643,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (105557.77175800000259187 99657.43900850000500213),Brasil 2755,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (106426.13063899999542627 99380.52962149999802932),Caseros Av. 2178,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (105968.86423099999956321 99267.92060559999663383),Caseros Av. 2560,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (105399.71292200000607409 99142.73439690000668634),Caseros Av. 2948,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (105124.80275400000391528 99083.92118170000321697),Caseros Av. 3064,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (104873.70195499999681488 99040.43163219999405555),Caseros Av. 3240,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (106108.48919999999634456 99721.13699630000337493),"Castillo, Catulo 2352",Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (105155.8821719999978086 99359.90157760000147391),"Castillo, Catulo 3066",Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (105986.89665799999784213 98683.1779441999970004),"Chutro, Pedro, Prof., Dr. 2691",Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (105277.68598700000438839 98565.01854439999442548),"Chutro, Pedro, Prof., Dr. 3061",Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (106011.95912400000088383 98902.72243019999586977),Colonia Av. 279,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (105508.70313300000270829 98457.06241879999288358),"Cortejarena, Jose A. 2945",Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (105377.92723899999691639 99598.61190340000030119),Dean Funes 1887,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (105413.22753899999952409 99378.27005449999705888),Dean Funes 2035,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (105029.92774299999291543 98328.36349390000395942),Elia 546,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (105068.31845000000612345 98126.86170890000357758),Elia 710,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (106222.44312300000456162 98717.53537290000531357),"Garcia, Manuel 410",Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (105157.05905300000449643 99593.90554730000440031),Garro 3040,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (104993.22555400000419468 99540.22517710000101943),Garro 3170,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (105238.26862800000526477 98048.31403639999916777),Grito De Asencio 3176,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (104909.71131499999319203 97982.19634609999775421),Grito De Asencio 3446,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (104640.62644900000304915 97927.92558840000128839),Grito De Asencio 3626,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (105921.02389700000640005 99954.9909507999982452),Inclan 2440,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (105683.32499700000334997 99915.14198159999796189),Inclan 2629,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (105391.0172350000066217 99880.11529180000070482),Inclan 2871,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (104892.71529900000314228 99769.2900316000013845),Inclan 3210,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (105798.18972399999620393 99574.33892929999274202),Jujuy Av. 1929,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (105835.81003100000089034 99460.95209530000283848),Jujuy Av. 2033,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (105214.23161400000390131 99967.13552239999989979),La Rioja 1616,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (105686.18139599999994971 98817.97420660000352655),Lavarden 298,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (106207.65297900000587106 98918.23653900000499561),Los Patos 2460,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (105030.90948200000275392 98627.45828869999968447),Los Patos 3256,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (105606.58836999999766704 99239.25631919999432284),"Luca, Esteban De 2282",Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (105816.71194199999445118 99107.39373070000146981),Patagones 2690,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (105594.36872300000686664 99055.4974142999999458),Patagones 2828,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (104977.12808700000459794 98731.60258609999436885),Pepiri 255,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (106119.72434800000337418 99976.19509039999684319),Pichincha Av. 1711,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (106209.40116799999668729 99475.05692200000339653),Rondeau 2335,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (104998.89509299999917857 99192.68015600000217091),Rondeau 3175,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (105571.28337699999974575 99766.91472060000523925),Salcedo 2728,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (104797.77467899999464862 98185.72183070000028238),"Taborda, Diogenes 624",Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (105046.04491700000653509 99803.62800690000585746),"Urquiza, Gral. 1705",Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (105059.25359799999569077 99642.13431100000161678),"Urquiza, Gral. 1807",Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (106144.39143699999840464 99049.07397630000195932),Uspallata 2479,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (106256.13412299999617971 100173.05355199999758042),"Garay, Juan De Av. 2173",Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (106063.66238500000326894 100131.86328600000706501),"Garay, Juan De Av. 2309",Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (105794.87730999999621417 100084.75355999999737833),"Garay, Juan De Av. 2505",Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (105424.41347899999527726 100034.08826899999985471),"Garay, Juan De Av. 2837",Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (104867.86421200000040699 99931.15629389999958221),"Garay, Juan De Av. 3217",Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (104685.38072699999611359 99877.3182682000042405),"Garay, Juan De Av. 3337",Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (104732.80332700000144541 99064.04013080000004265),Liniers Virrey 2368,Parque Patricios,4,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100314.20277099999657366 103416.6292189999949187),"Oro?o, Nicasio 2460",Paternal,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100259.88800099999934901 103211.80675000000337604),"Oro?o, Nicasio 2272",Paternal,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100177.11392499999783468 102890.26727199999731965),"Oro?o, Nicasio 2034",Paternal,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99501.10428990000218619 104208.21562600000470411),14 De Julio 56,Paternal,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99526.56260039999324363 103765.51438300000154413),"Alvarez, Donato, Tte. Gral. Av. 2530",Paternal,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99582.16077790000417735 104086.05520499999693129),Avalos 399,Paternal,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99282.71178480000526179 104460.36229499999899417),Avalos 787,Paternal,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
