wkt_geom,direccion,barrio,comuna,mas_info,materiales
Point (100044.46308600000338629 99451.88700729999982286),Directorio Av. 2560,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99802.78143730000010692 99364.52087110000138637),Directorio Av. 2748,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99553.47068810000200756 99274.28973669999686535),Directorio Av. 2950,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99338.30171980000159238 99196.48056070000166073),Directorio Av. 3122,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100505.72392999999283347 98541.41228629999386612),Echeandia 2730,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100265.43642300000647083 98325.64018780000333209),Echeandia 2988,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100732.72830400000384543 100147.63683499999751803),"Falcon, Ramon., Cnel. 1856",Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100554.74693300000217278 100077.7849220000061905),"Falcon, Ramon., Cnel. 2008",Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100255.3573469999973895 99972.76418399999965914),"Falcon, Ramon., Cnel. 2287",Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99807.11814799999410752 99797.63329080000403337),"Falcon, Ramon., Cnel. 2626",Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99570.19459739999729209 99709.18800470000132918),"Falcon, Ramon., Cnel. 2834",Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99278.804472200004966 99609.68031490000430495),"Falcon, Ramon., Cnel. 3056",Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100828.24970400000165682 99375.75520460000552703),"Fernandez Moreno, Baldomero 2107",Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100597.12123200000496581 99255.70097999999416061),"Fernandez Moreno, Baldomero 2337",Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100495.4423149999929592 99142.10766500000318047),"Fernandez Moreno, Baldomero 2391",Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100385.0990719999972498 99014.10074160000658594),"Fernandez Moreno, Baldomero 2525",Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100264.9113740000029793 98900.06608439999399707),"Fernandez Moreno, Baldomero 2705",Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100024.11033700000552926 98694.97005309999804012),"Fernandez Moreno, Baldomero 3095",Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99823.38904920000641141 98538.63288000000466127),"Fernandez Moreno, Baldomero 3249",Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99530.28545680000388529 101233.25667600000451785),Fray Cayetano Rodriguez 1101,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99812.95843020000029355 101377.13182799999776762),Gavilan 1101,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100929.89057400000456255 100057.80362999999488238),"Goyena, Pedro Av. 1750",Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100657.73116300000401679 99427.71630660000664648),"Laferrere, Gregorio 2242",Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100479.31857000000309199 99286.44099000000278465),"Laferrere, Gregorio 2370",Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100377.41494099999545142 99177.70628830000350717),"Laferrere, Gregorio 2430",Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100212.32167200000549201 99049.59801169999991544),"Laferrere, Gregorio 2640",Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100064.49799200000416022 98925.15211929999350104),"Laferrere, Gregorio 2896",Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99817.91582660000131 98724.9838160999934189),"Laferrere, Gregorio 3262",Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99605.92727580000064336 98563.89559879999433178),"Laferrere, Gregorio 3460",Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100583.80391400000371505 97921.73476730000402313),Lafuente Av. 1560,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100472.8679649999976391 97928.79595899999549147),Manco Capac 1505,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100172.92003100000147242 98129.67749360000016168),"Marti, Jose 1454",Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99520.6687960999988718 98792.41777319999528117),"Marti, Jose 750",Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100461.71865700000489596 99421.85907180000504013),Membrillar 538,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100565.53727899999648798 99178.36914189999515656),Membrillar 716,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100360.55980499999714084 101059.08295199999702163),Mendez De Andes 1870,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99823.1467395000072429 100820.84375499999441672),Moron 2370,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99045.0745487999956822 100526.54151599999750033),Moron 2968,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98871.98438639999949373 100475.07758599999942817),Moron 3122,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100227.85226600000169128 101401.15181500000471715),Neuquen 1996,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100023.25491499999770895 101325.08655799999542069),Neuquen 2148,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99877.87030300000333227 101250.96170400000119116),Neuquen 2246,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99635.37970700000005309 101127.26183299999684095),Neuquen 2408,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99485.99233330000424758 101063.99597499999799766),Neuquen 2540,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99212.55795430000580382 100961.51748900000529829),Neuquen 2756,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98985.11563319999550004 100875.98047900000528898),Neuquen 2920,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98939.56148279999615625 100867.87884699999995064),Neuquen 2951,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100378.15038399999320973 101367.82439599999634083),Paez 1785,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100189.64143099999637343 101259.01064399999449961),Paez 1959,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99915.9364419000048656 101148.09470699999656063),Paez 2195,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99714.32545230000687297 101045.81648799999675248),Paez 2395,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99488.50726729999587405 100947.97939100000075996),Paez 2567,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99430.06715180000173859 100926.04811200000403915),Paez 2607,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99152.88036300000385381 100813.22655099999974482),Paez 2836,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98870.20100770000135526 100719.0536019999999553),Paez 3040,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99991.87150090000068303 99821.26150520000373945),Pedernera 134,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100282.68699000000196975 97702.5330143000028329),Pergamino 1889,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (101024.14058000000659376 99055.890049599998747),"Peron, Eva Av. 2159",Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100866.34945500000321772 98943.08859569999913219),"Peron, Eva Av. 2311",Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100712.89261700000497513 98760.82054869999410585),"Peron, Eva Av. 2494",Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100663.19997200000216253 98740.64696119999280199),"Peron, Eva Av. 2515",Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100296.49391600000672042 98531.40977050000219606),"Peron, Eva Av. 3051",Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100921.32727399999566842 99277.11168519999773707),Primera Junta 2050,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100735.68105299999297131 99205.37075260000710841),Primera Junta 2282,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100690.62001100000634324 99167.64819100000022445),Primera Junta 2322,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100580.97862700000405312 99050.74227800000517163),Primera Junta 2393,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100544.57715700000699144 98990.91241429999354295),Primera Junta 2442,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100395.57678299999679439 98820.2780518000072334),Primera Junta 2670,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100239.03445500000088941 98686.44452990000718273),Primera Junta 2980,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100041.57737699999415781 98521.53149069999926724),Primera Junta 3230,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99812.65651790000265464 98344.58106860000407323),Primera Junta 3492,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (102175.20686200000636745 97887.54918450000695884),Riestra 2201,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (102224.89044099999591708 97914.36647989999619313),Riestra Av. 2151,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100509.6125049999973271 100251.42482600000221282),Rivadavia Av. 6491,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100326.24803600000450388 100160.55158299999311566),Rivadavia Av. 6689,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100175.7813179999939166 100098.21231200000329409),Rivadavia Av. 6805,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99805.82950180000625551 99973.70265589999326039),Rivadavia Av. 7093,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99578.36846579999837559 99903.55579980000038631),Rivadavia Av. 7257,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99194.11675129999639466 99778.4182961000042269),Rivadavia Av. 7569,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99098.18866169999819249 99746.30396869999822229),Rivadavia Av. 7661,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100153.47206400000141002 99738.27059580000059213),Rivera Indarte Av. 229,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100993.62405699999362696 98620.58512920000066515),Robertson 1194,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100628.03550199999881443 98048.09170760000415612),San Pedrito 1555,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (101084.83373699999356177 98516.63373909999791067),Santander 2385,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (101019.85960999999952037 98449.5234375),Santander 2495,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100364.86446199999772944 97863.54245789999549743),Santander 3167,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (101594.70751100000052247 98512.19637269999657292),Saraza 2170,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (101236.45566799999505747 98124.23225000000093132),Saraza 2570,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99965.25152920000255108 99283.89972580000176094),Tandil 2650,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99729.10076260000641923 99199.29325899999821559),Tandil 2840,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99466.64435030000458937 99105.22343660000478849),Tandil 3048,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99152.17755360000592191 100956.1761770000011893),Terrada 1001,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100275.57215000000724103 101576.88161199999740347),"Trelles, Manuel R. 1001",Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100622.41132400000060443 98885.45660140000109095),Tte Cnel Casimiro Recuero 2469,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100369.77658400000655092 101234.69198600000527222),"Vallese, Felipe 1827",Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100088.24954000000434462 101065.87701100000413135),"Vallese, Felipe 2055",Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99924.62798829999519512 100998.52343600000313018),"Vallese, Felipe 2221",Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99810.28568060000543483 100950.23353399999905378),"Vallese, Felipe 2335",Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99582.02277270000195131 100853.27172699999937322),"Vallese, Felipe 2525",Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99336.54236750000563916 100764.73458099999697879),"Vallese, Felipe 2713",Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100477.5950040000025183 97769.1199860000051558),Velazquez 3168,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100697.33164899999974295 100481.99430500000016764),Yerbal 1773,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100409.32521999999880791 100350.74898800000664778),Yerbal 2045,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100197.4947249999968335 100255.48832400000537746),Yerbal 2285,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99548.3348139000008814 100041.78646200000366662),Yerbal 2755,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99401.20312689999991562 99996.64596809999784455),Yerbal 2873,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99066.92834980000043288 99892.53744070000539068),Yerbal 3149,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (101053.93477799999527633 98871.85616890000528656),Zuviria 2252,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100911.35318400000687689 98724.13902930000040215),Zuviria 2372,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100869.40132999999332242 98679.28366529999766499),Zuviria 2402,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100766.50022800000442658 98569.9050301999959629),Zuviria 2568,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100671.6407550000003539 98476.98004710000532214),Zuviria 2680,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100488.84483800000452902 98313.56307220000599045),Zuviria 2840,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100295.00761899999633897 98140.97200270000030287),Zuviria 3042,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (100096.87349399999948218 97959.07715739999548532),Zuviria 3254,Flores,7,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98490.27710469999874476 100716.03846399999747518),Concordia 927,Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98232.89106350000656676 100533.35070500000438187),Gaona Av. 4169,Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (97293.51502099999925122 100795.27803099999437109),"Magari?os Cervantes, A. 4167",Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (97210.62464460000046529 100712.58659599999373313),"Magari?os Cervantes, A. 4267",Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98423.30876739999803249 99321.7753177999984473),"Acosta, Mariano Av. 140",Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98527.04828390000329819 99221.00625249999575317),"Acosta, Mariano Av. 254",Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98345.26219550000678282 99397.526324399994337),"Acosta, Mariano Av. 60",Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99027.72921180000412278 99346.82904199999757111),"Alberdi, Juan Bautista Av. 3354",Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98832.25514629999815952 99272.0221153000020422),"Alberdi, Juan Bautista Av. 3559",Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98665.89026739999826532 99186.45225659999414347),"Alberdi, Juan Bautista Av. 3743",Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98448.67021779999777209 100222.53911100000550505),"Aranguren, Juan F., Dr. 3597",Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (97751.41420820000348613 100013.7188869999954477),"Aranguren, Juan F., Dr. 4197",Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98540.18387860000075307 100088.45881799999915529),Avellaneda Av. 3552,Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98308.08750540000619367 100018.62684199999785051),Avellaneda Av. 3770,Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98592.90459730000293348 99866.11305470000661444),Bacacay 3575,Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98362.73932429999695159 99794.84248930000467226),Bacacay 3785,Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98161.59060149999277201 99732.95255380000162404),Bacacay 3949,Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (97759.91989679999824148 100780.9006809999991674),Bahia Blanca 1253,Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (97585.33525489999738056 100948.56553199999325443),Bahia Blanca 1425,Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (97381.07768449999275617 101145.06899600000178907),Bahia Blanca 1625,Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98319.07499870000174269 99860.28486810000322293),Bahia Blanca 277,Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98136.95129450000240467 100340.05797700000402983),Bahia Blanca 683,Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (97782.20761509999283589 100691.05921199999283999),"Belaustegui, Luis, Dr. 3830",Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (97620.64682890000403859 100529.44447200000286102),"Belaustegui, Luis, Dr. 4024",Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (97512.0582457999989856 100421.09952299999713432),"Belaustegui, Luis, Dr. 4168",Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98811.67803789999743458 100045.49102400000265334),Bogota 3310,Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98457.21251129999291152 99937.310903599995072),Bogota 3688,Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98118.48638760000176262 99835.21774029999505728),Bogota 3948,Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98916.28788859999622218 99164.57157559999905061),"Bonifacio, Jose 3509",Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (97491.95228990000032354 101179.53315299999667332),Camarones 3814,Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (97231.44812849999289028 100920.89777999999932945),Camarones 4120,Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (97181.6903052999987267 100865.20493900000292342),Camarones 4192,Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (97143.67784859999665059 100826.99222299999382813),Camarones 4234,Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (97042.80443730000115465 100725.69386499999382067),Camarones 4354,Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (97485.91145100000721868 100871.68666999999550171),Chivilcoy 1350,Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98615.99510990000271704 100335.44909700000425801),Concordia 555,Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (97407.71784359999583103 100701.91970499999297317),"Diaz, Cesar, Gral. 4158",Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (97329.43370429999777116 100623.64508000000205357),"Diaz, Cesar, Gral. 4248",Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (97235.6718271999998251 100530.36578300000110175),"Diaz, Cesar, Gral. 4364",Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (97586.68658229999709874 100703.46482999999716412),"Escalada De San Martin, R. 3949",Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (97410.88936070000636391 100527.53165099999750964),"Escalada De San Martin, R. 4167",Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99057.7128456000064034 99546.78539319999981672),"Falcon, Ramon L.,cnel. 3284",Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98845.60636829999566544 99485.57154089999676216),"Falcon, Ramon L.,cnel. 3486",Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98537.46810339999501593 99398.60976859999937005),"Falcon, Ramon L.,cnel. 3766",Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98131.80280109999876004 100482.6353159999998752),Gaona Av. 4261,Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (97927.45409630000358447 100381.25953700000536628),Gaona Av. 4431,Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (97724.24152530000719707 100279.97970399999758229),Gaona Av. 4621,Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (97184.56220800000301097 101254.48218200000701472),"Garcia, Juan Agustin 4038",Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (96991.34147369999845978 101059.7734070000005886),"Garcia, Juan Agustin 4292",Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (96841.01421880000270903 100909.8377349999936996),"Garcia, Juan Agustin 4464",Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (97301.99730990000534803 100725.63384100000257604),Gualeguaychu 1364,Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (97862.77869629999622703 100416.71107999999367166),"Justo, Juan B. Av. 6764",Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (97611.2284049000008963 100322.52592600000207312),"Justo, Juan B. Av. 6967",Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (97013.34648290000041015 101170.66473099999711849),Mercedes 1745,Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98005.99074470000050496 99977.15026549999311101),Mercedes 431,Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (97901.21450060000643134 100250.04634099999384489),Mercedes 663,Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98325.20532959999400191 100298.27450400000088848),Moron 3680,Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98018.18695040000602603 100207.06824399999459274),Moron 3910,Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (97768.60624280000047293 100133.72893399999884423),Moron 4116,Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98823.47730490000685677 99357.00581269999383949),Rafaela 3534,Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98574.91856609999376815 99297.73333469999488443),Rafaela 3771,Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (99021.04018399999768008 99721.09454160000314005),Rivadavia Av. 7731,Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98797.24714289999974426 99627.30074530000274535),Rivadavia Av. 7982,Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
Point (98625.29553719999967143 99604.59636359999421984),Rivadavia Av. 8143,Floresta,10,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio
